Pantun,Penulis,Tema,Jenis,Makna,Situasi Penggunaan,Situasi Formal,Situasi Santai,Situasi Kehidupan,Acara/Majlis,Acara Keagamaan,Acara Sosial,Acara Pendidikan,Kata Kunci,Markah,Diterbitkan,Tarikh Cipta,Tarikh Ubah
"Kerumah guru chri Tok Imam
Hari raya ketika-nya baik
Datang rindu demam tak-demam
Serkaya di-makan rasa-nya pahit.",Peranakan,Panton Permolaan 15 & 16,Peranakan,Pantun ini mengandungi mesej tersirat yang boleh dikaji lebih lanjut.,Boleh digunakan dalam pelbagai situasi bergantung kepada konteksnya.,❌,❌,❌,"Pelbagai acara seperti ceramah, perbincangan budaya, dan puisi santai.",❌,❌,❌,"guru, chri, kerumah, imam, tok",19,ya,02/12/2024,02/12/2024
"Daun kadok lebat dahan-nya
Kekampong china beli delapa
Di-mana dudok lekat bahu-nya
Hati mana buleh nak-lupa.",Peranakan,Panton Permolaan 18 & 19,Peranakan,Pantun ini mengandungi mesej tersirat yang boleh dikaji lebih lanjut.,Boleh digunakan dalam pelbagai situasi bergantung kepada konteksnya.,❌,❌,❌,"Pelbagai acara seperti ceramah, perbincangan budaya, dan puisi santai.",❌,❌,❌,"daun, kekampong, kadok, dahan-nya, lebat",23,ya,02/12/2024,02/12/2024
"Jangan hingar tempat yang sunyi
Biar berjalan terpedap-pedap
Tak-usah di-lomor ayer wangi
Memang badan berbahu sedap.",Peranakan,Panton Permolaan 18 & 19,Peranakan,Pantun ini mengandungi mesej tersirat yang boleh dikaji lebih lanjut.,Boleh digunakan dalam pelbagai situasi bergantung kepada konteksnya.,❌,❌,❌,"Pelbagai acara seperti ceramah, perbincangan budaya, dan puisi santai.",❌,❌,❌,"jangan, hingar, yang, sunyi, tempat",19,ya,02/12/2024,02/12/2024
"Bawak kuli dari kulim
Masok di-kebon buat kerja
Kulit halus seperti lilin
Di-situ tempat hati-ku manja.",Peranakan,Panton Permolaan 18 & 19,Peranakan,Pantun ini mengandungi mesej tersirat yang boleh dikaji lebih lanjut.,Boleh digunakan dalam pelbagai situasi bergantung kepada konteksnya.,❌,❌,❌,"Pelbagai acara seperti ceramah, perbincangan budaya, dan puisi santai.",❌,❌,❌,"kulim, bawak, kuli, masok, dari",16,ya,02/12/2024,02/12/2024
"Betek manis telok kepayang
Makan isi buang biji-nya
Chantek manis siapa tak-sayang
Sayang badan dengan chuchi-nya.",Peranakan,Panton Permolaan 18 & 19,Peranakan,Pantun ini mengandungi mesej tersirat yang boleh dikaji lebih lanjut.,Boleh digunakan dalam pelbagai situasi bergantung kepada konteksnya.,❌,❌,❌,"Pelbagai acara seperti ceramah, perbincangan budaya, dan puisi santai.",❌,❌,❌,"betek, manis, telok, makan, kepayang",23,ya,02/12/2024,02/12/2024
"Naik kerita sambil menyambil
Kuda jangan tuan sesah-kan
Harta-ku ada baik di-ambil
Hati-ku jangan tuan susah-kan",Peranakan,Panton Permolaan 15 & 16,Peranakan,Pantun ini mengandungi mesej tersirat yang boleh dikaji lebih lanjut.,Boleh digunakan dalam pelbagai situasi bergantung kepada konteksnya.,❌,❌,❌,"Pelbagai acara seperti ceramah, perbincangan budaya, dan puisi santai.",❌,❌,❌,"kerita, kuda, sambil, naik, menyambil",23,ya,02/12/2024,02/12/2024
"Buah mamplam di-pukol angina
Beli rebong barang sebuku
Rindu dendam bukan-nya main
Kalau burong terbang-lah aku.",Peranakan,Panton Permolaan 15 & 16,Peranakan,Pantun ini mengandungi mesej tersirat yang boleh dikaji lebih lanjut.,Boleh digunakan dalam pelbagai situasi bergantung kepada konteksnya.,❌,❌,❌,"Pelbagai acara seperti ceramah, perbincangan budaya, dan puisi santai.",❌,❌,❌,"mamplam, beli, di-pukol, buah, angina",20,ya,02/12/2024,02/12/2024
"Pergi di-tasek memanching haruan
Champak jala kepala titi
Bila ashek teringat-kan tuan
Gesek biola hibor-kan hati.",Peranakan,Panton Permolaan 15 & 16,Peranakan,Pantun ini mengandungi mesej tersirat yang boleh dikaji lebih lanjut.,Boleh digunakan dalam pelbagai situasi bergantung kepada konteksnya.,❌,❌,❌,"Pelbagai acara seperti ceramah, perbincangan budaya, dan puisi santai.",❌,❌,❌,"di-tasek, memanching, haruan, champak, pergi",23,ya,02/12/2024,02/12/2024
"Naga balon naga gentara
Naga umbang diam di-tasek
Bertemu tahon belom ketara
Rasa bimban di-dalam ashek.",Peranakan,Panton Permolaan 15 & 16,Peranakan,Pantun ini mengandungi mesej tersirat yang boleh dikaji lebih lanjut.,Boleh digunakan dalam pelbagai situasi bergantung kepada konteksnya.,❌,❌,❌,"Pelbagai acara seperti ceramah, perbincangan budaya, dan puisi santai.",❌,❌,❌,"balon, gentara, naga",20,ya,02/12/2024,02/12/2024
"Sudah bersintok lalu berjahat
Kain di pakai bertepi mas
Gila mabok apa-nya ubat
Makin di-fikir bertambah lemas.",Peranakan,Panton Permolaan 15 & 16,Peranakan,Pantun ini mengandungi mesej tersirat yang boleh dikaji lebih lanjut.,Boleh digunakan dalam pelbagai situasi bergantung kepada konteksnya.,❌,❌,❌,"Pelbagai acara seperti ceramah, perbincangan budaya, dan puisi santai.",❌,❌,❌,"bersintok, lalu, kain, sudah, berjahat",19,ya,02/12/2024,02/12/2024
"Lagu habis dapat di-semperna
Chari panton pulak bagi mana
Tambah harti dengan ma'ana
Di-puji orang sini dan sana.",Peranakan,Panton Permolaan 15 & 16,Peranakan,Pantun ini mengandungi mesej tersirat yang boleh dikaji lebih lanjut.,Boleh digunakan dalam pelbagai situasi bergantung kepada konteksnya.,❌,❌,❌,"Pelbagai acara seperti ceramah, perbincangan budaya, dan puisi santai.",❌,❌,❌,"habis, chari, dapat, di-semperna, lagu",22,ya,02/12/2024,02/12/2024
"'Masak Asam' Kronchong 'Meritzkey'
Panghabisan suka muda laki-laki
Sudah pandai mahu-lah kraki
Jangan mabok brandy whishky.",Peranakan,Panton Permolaan 12,Peranakan,Pantun ini mengandungi mesej tersirat yang boleh dikaji lebih lanjut.,Boleh digunakan dalam pelbagai situasi bergantung kepada konteksnya.,❌,❌,❌,"Pelbagai acara seperti ceramah, perbincangan budaya, dan puisi santai.",❌,❌,❌,"'masak, kronchong, 'meritzkey', panghabisan, asam'",13,ya,02/12/2024,02/12/2024
"'Ala Al-Lala' di-panggil tuan
Akan bermain lagu bangsawan
Habis berkenan jantan prompuan
Seba melihat rupa kelakuan",Peranakan,Panton Permolaan 12,Peranakan,Pantun ini mengandungi mesej tersirat yang boleh dikaji lebih lanjut.,Boleh digunakan dalam pelbagai situasi bergantung kepada konteksnya.,❌,❌,❌,"Pelbagai acara seperti ceramah, perbincangan budaya, dan puisi santai.",❌,❌,❌,"'ala, al-lala', akan, tuan, di-panggil",20,ya,02/12/2024,02/12/2024
"Satu lagi Kronchong 'Pandan'
Ambil tuan nama yang dan
Kalau nak-senang tuboh badan
Bertemu jugak di-tengah maidan.",Peranakan,Panton Permolaan 12,Peranakan,Pantun ini mengandungi mesej tersirat yang boleh dikaji lebih lanjut.,Boleh digunakan dalam pelbagai situasi bergantung kepada konteksnya.,❌,❌,❌,"Pelbagai acara seperti ceramah, perbincangan budaya, dan puisi santai.",❌,❌,❌,"kronchong, ambil, lagi, satu, 'pandan'",18,ya,02/12/2024,02/12/2024
"Chuba gesek 'Gunong Sari'
Tiada dapat mahu di-chari
Belajar tuan jangan lari
Nanti terpuji kemdian hari.",Peranakan,Panton Permolaan 12,Peranakan,Pantun ini mengandungi mesej tersirat yang boleh dikaji lebih lanjut.,Boleh digunakan dalam pelbagai situasi bergantung kepada konteksnya.,❌,❌,❌,"Pelbagai acara seperti ceramah, perbincangan budaya, dan puisi santai.",❌,❌,❌,"sari', 'gunong, tiada, gesek, chuba",0,ya,02/12/2024,02/12/2024
"Demkian kronchong nyanyi melayu
Peylet jaw yang paling sayu
Bila di-angkat berdayu-dayu
Bunga kembang habis-nya layu.",Peranakan,Panton Permolaan 15,Peranakan,Pantun ini mengandungi mesej tersirat yang boleh dikaji lebih lanjut.,Boleh digunakan dalam pelbagai situasi bergantung kepada konteksnya.,❌,❌,❌,"Pelbagai acara seperti ceramah, perbincangan budaya, dan puisi santai.",❌,❌,❌,"kronchong, nyanyi, melayu, demkian, peylet",18,ya,02/12/2024,02/12/2024
"Ini bahsa melayu islam
Chakapan terang bukan dalam
Kata hari-hari siang dan malam
Supaya tuan-tuan lekas tersulam.",Peranakan,Panton Permolaan 15,Peranakan,Pantun ini mengandungi mesej tersirat yang boleh dikaji lebih lanjut.,Boleh digunakan dalam pelbagai situasi bergantung kepada konteksnya.,❌,❌,❌,"Pelbagai acara seperti ceramah, perbincangan budaya, dan puisi santai.",❌,❌,❌,"islam, melayu, bahsa, chakapan, ini",22,ya,02/12/2024,02/12/2024
"Apa kahendak baik berguru
Lekas kenal chandana gahru
Tiada book di-tiru-nya tiru
Tengah majlis tak-brani buru.",Peranakan,Panton Permolaan 15,Peranakan,Pantun ini mengandungi mesej tersirat yang boleh dikaji lebih lanjut.,Boleh digunakan dalam pelbagai situasi bergantung kepada konteksnya.,❌,❌,❌,"Pelbagai acara seperti ceramah, perbincangan budaya, dan puisi santai.",❌,❌,❌,"baik, berguru, apa, kahendak, lekas",21,ya,02/12/2024,02/12/2024
"Orang puteh payah-nya pula
Akan tetapi masok-nya sehola
Chakap pandai tiada berchela
Bratus ratus gaji di-hela.",Peranakan,Panton Permolaan 15,Peranakan,Pantun ini mengandungi mesej tersirat yang boleh dikaji lebih lanjut.,Boleh digunakan dalam pelbagai situasi bergantung kepada konteksnya.,❌,❌,❌,"Pelbagai acara seperti ceramah, perbincangan budaya, dan puisi santai.",❌,❌,❌,"orang, akan, puteh, pula, payah-nya",21,ya,02/12/2024,02/12/2024
"Beli angkat jangan-kan rugi
Kamdian hari untong terbahgi
Bahsa melay dapat-nya lagi
Buleh bertutor petang dan pagi.",Peranakan,Panton Permolaan 13,Peranakan,Pantun ini mengandungi mesej tersirat yang boleh dikaji lebih lanjut.,Boleh digunakan dalam pelbagai situasi bergantung kepada konteksnya.,❌,❌,❌,"Pelbagai acara seperti ceramah, perbincangan budaya, dan puisi santai.",❌,❌,❌,"angkat, beli, rugi, jangan-kan, kamdian",21,ya,02/12/2024,02/12/2024
"Chakap melay bukan-nya mudah
Bacha book Lembot lidah
Senang di-sebot tinggi dan rendah
Bahru dapat dia punya faedah.",Peranakan,Panton Permolaan 13,Peranakan,Pantun ini mengandungi mesej tersirat yang boleh dikaji lebih lanjut.,Boleh digunakan dalam pelbagai situasi bergantung kepada konteksnya.,❌,❌,❌,"Pelbagai acara seperti ceramah, perbincangan budaya, dan puisi santai.",❌,❌,❌,"bacha, chakap, bukan-nya, mudah, melay",17,ya,02/12/2024,02/12/2024
"Jika begitu jangan-lah susah
Apa yang salah apa yang sah
Beli book tentu-lah kesah
Baharu-lah buleh manjadi usah.",Peranakan,Panton Permolaan 13,Peranakan,Pantun ini mengandungi mesej tersirat yang boleh dikaji lebih lanjut.,Boleh digunakan dalam pelbagai situasi bergantung kepada konteksnya.,❌,❌,❌,"Pelbagai acara seperti ceramah, perbincangan budaya, dan puisi santai.",❌,❌,❌,"apa, jika, begitu, susah, jangan-lah",18,ya,02/12/2024,02/12/2024
"Anam belas lagu tak-korang
Siapa beruntong dapat sekarang
Seperti pangkat panglima prang
Dalam majlis di-kaseh orang.",Peranakan,Panton Permolaan 13,Peranakan,Pantun ini mengandungi mesej tersirat yang boleh dikaji lebih lanjut.,Boleh digunakan dalam pelbagai situasi bergantung kepada konteksnya.,❌,❌,❌,"Pelbagai acara seperti ceramah, perbincangan budaya, dan puisi santai.",❌,❌,❌,"anam, tak-korang, siapa, belas, lagu",20,ya,02/12/2024,02/12/2024
"'Ala Al-Lala' di-panggil tuan
Akan bermain lagu bangsawan
Habis berkenan jantan prompuan
Seba melihat rupa kelakuan",Peranakan,Panton Permulaan 12,Peranakan,Pantun ini mengandungi mesej tersirat yang boleh dikaji lebih lanjut.,Boleh digunakan dalam pelbagai situasi bergantung kepada konteksnya.,❌,❌,❌,"Pelbagai acara seperti ceramah, perbincangan budaya, dan puisi santai.",❌,❌,❌,"'ala, al-lala', akan, tuan, di-panggil",20,ya,02/12/2024,02/12/2024
"Chuba gesek 'Gunong Sari'
Tiada dapat mahu di-chari
Belajar tuan jangan lari
Nanti terpuji kemdian hari.",Peranakan,Panton Permulaan 12,Peranakan,Pantun ini mengandungi mesej tersirat yang boleh dikaji lebih lanjut.,Boleh digunakan dalam pelbagai situasi bergantung kepada konteksnya.,❌,❌,❌,"Pelbagai acara seperti ceramah, perbincangan budaya, dan puisi santai.",❌,❌,❌,"sari', 'gunong, tiada, gesek, chuba",0,ya,02/12/2024,02/12/2024
"Inkronchong 'Pulau Jawa'
Paling bangus timbangan jiwa
Dalam majlis banyak-nya lawa
Mana dengar senyum tertawa.",Peranakan,Panton Permulaan 10,Peranakan,Pantun ini mengandungi mesej tersirat yang boleh dikaji lebih lanjut.,Boleh digunakan dalam pelbagai situasi bergantung kepada konteksnya.,❌,❌,❌,"Pelbagai acara seperti ceramah, perbincangan budaya, dan puisi santai.",❌,❌,❌,"'pulau, paling, jawa', inkronchong, bangus",17,ya,02/12/2024,02/12/2024
"Ambil jugak 'Bintang Soerabaya'
Seberapa buleh dengan rupaya
Krana dia pon satu chahya
Kepada yang senang suka daya.",Peranakan,Panton Permulaan 10,Peranakan,Pantun ini mengandungi mesej tersirat yang boleh dikaji lebih lanjut.,Boleh digunakan dalam pelbagai situasi bergantung kepada konteksnya.,❌,❌,❌,"Pelbagai acara seperti ceramah, perbincangan budaya, dan puisi santai.",❌,❌,❌,"jugak, seberapa, ambil, 'bintang, soerabaya'",21,ya,02/12/2024,02/12/2024
"'Weltevreden' Kronchong nama-nya
Jaka tuan-tuan dapat dia-nya
Besar guna lagu semua-nya
Lagi untong hari belakang-nya.",Peranakan,Panton Permulaan 10,Peranakan,Pantun ini mengandungi mesej tersirat yang boleh dikaji lebih lanjut.,Boleh digunakan dalam pelbagai situasi bergantung kepada konteksnya.,❌,❌,❌,"Pelbagai acara seperti ceramah, perbincangan budaya, dan puisi santai.",❌,❌,❌,"kronchong, 'weltevreden', tuan-tuan, jaka, nama-nya",22,ya,02/12/2024,02/12/2024
"'Dendang Api-Api' sangat sayu
tambah pandai pujok rayu
Bukan chuma serupa kayu
Buleh harti basha belayu.",Peranakan,Panton Permulaan 10,Peranakan,Pantun ini mengandungi mesej tersirat yang boleh dikaji lebih lanjut.,Boleh digunakan dalam pelbagai situasi bergantung kepada konteksnya.,❌,❌,❌,"Pelbagai acara seperti ceramah, perbincangan budaya, dan puisi santai.",❌,❌,❌,"'dendang, api-api', tambah, sayu, sangat",18,ya,02/12/2024,02/12/2024
"Lima lagu dengan nyanyi-nya
Suara pon sedap tingkah laku-nya
Itu orang jangan di-tanya
Tentu suka baba dan nyonya.",Peranakan,Permolaan 9,Peranakan,Pantun ini mengandungi mesej tersirat yang boleh dikaji lebih lanjut.,Boleh digunakan dalam pelbagai situasi bergantung kepada konteksnya.,❌,❌,❌,"Pelbagai acara seperti ceramah, perbincangan budaya, dan puisi santai.",❌,❌,❌,"dengan, suara, nyanyi-nya, lima, lagu",22,ya,02/12/2024,02/12/2024
"Kalau mahu kaseh dan sayang
Ambil Kronchong 'Bayang Siang'
Bahru-lah sedar jiwa melayang
Jatoh di-hati berbayang-bayang.",Peranakan,Permolaan 10,Peranakan,Pantun ini mengandungi mesej tersirat yang boleh dikaji lebih lanjut.,Boleh digunakan dalam pelbagai situasi bergantung kepada konteksnya.,❌,❌,❌,"Pelbagai acara seperti ceramah, perbincangan budaya, dan puisi santai.",❌,❌,❌,"sayang, kalau, dan, mahu, kaseh",16,ya,02/12/2024,02/12/2024
"Bayang Siang di-nama mola
Elok atoran tiada berchela
Kepada hati bagi di-sula
Situ-lah tempat manjadi gila.",Peranakan,Permolaan 10,Peranakan,Pantun ini mengandungi mesej tersirat yang boleh dikaji lebih lanjut.,Boleh digunakan dalam pelbagai situasi bergantung kepada konteksnya.,❌,❌,❌,"Pelbagai acara seperti ceramah, perbincangan budaya, dan puisi santai.",❌,❌,❌,"di-nama, siang, elok, mola, bayang",22,ya,02/12/2024,02/12/2024
"Jangan tua srupa sahya
Banyak angkota tiada bergaya
Sebab pon orang banyak perchaya
Jadi buleh nampak rupaya.",Peranakan,Permolaan 10,Peranakan,Pantun ini mengandungi mesej tersirat yang boleh dikaji lebih lanjut.,Boleh digunakan dalam pelbagai situasi bergantung kepada konteksnya.,❌,❌,❌,"Pelbagai acara seperti ceramah, perbincangan budaya, dan puisi santai.",❌,❌,❌,"jangan, srupa, banyak, sahya, tua",18,ya,02/12/2024,02/12/2024
"Dalam dunia kita sekarang
Sronok ramai jadi-kan orang
Tambah pulak muda yang garang
Semua bagus mata pon terang.",Peranakan,Permolaan 10,Peranakan,Pantun ini mengandungi mesej tersirat yang boleh dikaji lebih lanjut.,Boleh digunakan dalam pelbagai situasi bergantung kepada konteksnya.,❌,❌,❌,"Pelbagai acara seperti ceramah, perbincangan budaya, dan puisi santai.",❌,❌,❌,"sronok, dalam, dunia, sekarang, kita",21,ya,02/12/2024,02/12/2024
"Satu lagi Stambol Dua
Suka sangat muda dan tua
Pandai bernyanyi sana tersua
Tuan-lah ganti badan dan jiwa.",Peranakan,Permolaan 9,Peranakan,Pantun ini mengandungi mesej tersirat yang boleh dikaji lebih lanjut.,Boleh digunakan dalam pelbagai situasi bergantung kepada konteksnya.,❌,❌,❌,"Pelbagai acara seperti ceramah, perbincangan budaya, dan puisi santai.",❌,❌,❌,"stambol, suka, lagi, satu, dua",16,ya,02/12/2024,02/12/2024
"Krana muda pandai biola
Ada untong datang beyla
Lagi-lagi jadi gemala
Buleh di-ajar orang segala.",Peranakan,Permolaan 9,Peranakan,Pantun ini mengandungi mesej tersirat yang boleh dikaji lebih lanjut.,Boleh digunakan dalam pelbagai situasi bergantung kepada konteksnya.,❌,❌,❌,"Pelbagai acara seperti ceramah, perbincangan budaya, dan puisi santai.",❌,❌,❌,"pandai, biola, ada, muda, krana",18,ya,02/12/2024,02/12/2024
"Orang itu pengibor-nya hati
Chari tak-depat sampai mati
Chari-lah tuan biar seperti
Kalau tak-dapat jangan berhanti.",Peranakan,Permolaan 9,Peranakan,Pantun ini mengandungi mesej tersirat yang boleh dikaji lebih lanjut.,Boleh digunakan dalam pelbagai situasi bergantung kepada konteksnya.,❌,❌,❌,"Pelbagai acara seperti ceramah, perbincangan budaya, dan puisi santai.",❌,❌,❌,"orang, itu, hati, chari, pengibor-nya",23,ya,02/12/2024,02/12/2024
"Apa pulak handak di-chari
Kronchong Singapora nama bistari
Lain-lain negri bawak kemari
Tidak jemu sahari-hari.",Peranakan,Permolaan 8,Peranakan,Pantun ini mengandungi mesej tersirat yang boleh dikaji lebih lanjut.,Boleh digunakan dalam pelbagai situasi bergantung kepada konteksnya.,❌,❌,❌,"Pelbagai acara seperti ceramah, perbincangan budaya, dan puisi santai.",❌,❌,❌,"kronchong, di-chari, apa, handak, pulak",21,ya,02/12/2024,02/12/2024
"Pandai bermain manjadi guna
Di-bawak kawan kesini sana
Satu jua orang bernama
Krana menyuka jantan betina.",Peranakan,Permolaan 8,Peranakan,Pantun ini mengandungi mesej tersirat yang boleh dikaji lebih lanjut.,Boleh digunakan dalam pelbagai situasi bergantung kepada konteksnya.,❌,❌,❌,"Pelbagai acara seperti ceramah, perbincangan budaya, dan puisi santai.",❌,❌,❌,"di-bawak, bermain, pandai, manjadi, guna",20,ya,02/12/2024,02/12/2024
"Tambah anak muda skarang
Akal anjang hati terang
Sedikit panton banyak di-karang
Hengga jadi di-berkenan orang.",Peranakan,Permolaan 8,Peranakan,Pantun ini mengandungi mesej tersirat yang boleh dikaji lebih lanjut.,Boleh digunakan dalam pelbagai situasi bergantung kepada konteksnya.,❌,❌,❌,"Pelbagai acara seperti ceramah, perbincangan budaya, dan puisi santai.",❌,❌,❌,"akal, tambah, skarang, anak, muda",18,ya,02/12/2024,02/12/2024
"Satu lagi jadi-nay ampat
Sri Pulau Manis chuba dapat
Biar jaoh dia punya tempat
Kalau de-dengar datang melompat.",Peranakan,Permolaan 8,Peranakan,Pantun ini mengandungi mesej tersirat yang boleh dikaji lebih lanjut.,Boleh digunakan dalam pelbagai situasi bergantung kepada konteksnya.,❌,❌,❌,"Pelbagai acara seperti ceramah, perbincangan budaya, dan puisi santai.",❌,❌,❌,"ampat, sri, jadi-nay, lagi, satu",23,ya,02/12/2024,02/12/2024
"Jangan main kena-nya lagu
Bila kena hati belanggu
Kerap-kerap kawan menunggu
Kaseh sayang tiada-nya ganggu.",Peranakan,Permolaan 7,Peranakan,Pantun ini mengandungi mesej tersirat yang boleh dikaji lebih lanjut.,Boleh digunakan dalam pelbagai situasi bergantung kepada konteksnya.,❌,❌,❌,"Pelbagai acara seperti ceramah, perbincangan budaya, dan puisi santai.",❌,❌,❌,"main, jangan, bila, kena-nya, lagu",22,ya,02/12/2024,02/12/2024
"Dapat pulak Krongchong Klombia
Di bawak pellet lagu soerabaya
Siapa-siapa dengar-kan dia
Tulang sendi tiada bergaya.",Peranakan,Permolaan 7,Peranakan,Pantun ini mengandungi mesej tersirat yang boleh dikaji lebih lanjut.,Boleh digunakan dalam pelbagai situasi bergantung kepada konteksnya.,❌,❌,❌,"Pelbagai acara seperti ceramah, perbincangan budaya, dan puisi santai.",❌,❌,❌,"di, krongchong, klombia, dapat, pulak",21,ya,02/12/2024,02/12/2024
"Holanda perkata-an jawa
Manis srupa pulot serawa
Mampuas hati nafsu dan hawa
Di-situ-lah tempat habis-kan jiwa.",Peranakan,Permolaan 7,Peranakan,Pantun ini mengandungi mesej tersirat yang boleh dikaji lebih lanjut.,Boleh digunakan dalam pelbagai situasi bergantung kepada konteksnya.,❌,❌,❌,"Pelbagai acara seperti ceramah, perbincangan budaya, dan puisi santai.",❌,❌,❌,"perkata-an, srupa, manis, jawa, holanda",22,ya,02/12/2024,02/12/2024
